Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 62, 63
101, 0, ,,,,, 4:DIPLO_STATE_FRIENDLY,, 14:DIPLO_STATE_FRIENDLY, 8:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_FRIENDLY,, 9:DIPLO_STATE_NEUTRAL,,,, 3:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 0, Threat and Trust,,,,, 20.30:2:0.00,, 7.30:5:2.00, 14.35:4:2.00, 17.90:3:0.00,, 35.40:1:2.00,,,, 0.00:6:0.00, 0.00:6:0.00, 0.00:6:0.00,,,,,,,,, 0.00:6:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:6:0.00, 0.00:6:0.00
101, 1, ,,,,,,, -10:DIPLO_STATE_DENOUNCED, -2:DIPLO_STATE_FRIENDLY, -5:DIPLO_STATE_NEUTRAL, -6:DIPLO_STATE_DENOUNCED,,,, 6:DIPLO_STATE_MAX_INFLUENCE,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 1, Threat and Trust,,,,,,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,, 0.00:1:0.00,,,,,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
101, 2, ,,,,,, -25:DIPLO_STATE_WAR, 11:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY,,,, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_WAR_WITH_MINOR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 2, Threat and Trust,,,,,, 60.16:1:4.00, 0.00:3:1.00, 9.70:2:0.00,,,, 0.00:3:0.00, 0.00:3:0.00,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
101, 3, ,, -4:DIPLO_STATE_UNFRIENDLY,,,,,,,,, -9:DIPLO_STATE_NEUTRAL,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 3, Threat and Trust,, 0.00:2:1.00,,,,,,,,, 14.80:1:1.00,,,,,, 0.00:2:0.00,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
101, 4, ,,,, -3:DIPLO_STATE_WAR,,, 8:DIPLO_STATE_FRIENDLY, -23:DIPLO_STATE_DENOUNCED,, 15:DIPLO_STATE_FRIENDLY,, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 4, Threat and Trust,,,, 0.00:3:4.00,,, 0.00:3:0.00, 7.65:2:0.00,, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00,,,,,,, 0.00:3:0.00,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
101, 5, ,, 3:DIPLO_STATE_UNFRIENDLY, -33:DIPLO_STATE_DENOUNCED, 14:DIPLO_STATE_FRIENDLY,, 9:DIPLO_STATE_FRIENDLY,, -4:DIPLO_STATE_UNFRIENDLY, -5:DIPLO_STATE_UNFRIENDLY, 18:DIPLO_STATE_FRIENDLY,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 5, Threat and Trust,, 0.00:5:4.00, 6.90:3:0.00, 0.00:5:2.00,, 60.16:1:2.00,, 6.70:4:1.00, 10.25:2:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,,, 0.00:5:0.00, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
101, 6, ,, -1:DIPLO_STATE_UNFRIENDLY, -33:DIPLO_STATE_DENOUNCED, -14:DIPLO_STATE_UNFRIENDLY,, -29:DIPLO_STATE_DENOUNCED, -1:DIPLO_STATE_FRIENDLY,,, -2:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_FRIENDLY, 2:DIPLO_STATE_INFLUENTIAL,,, 2:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,, 5:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 6, Threat and Trust,, 0.00:3:3.00, 0.00:3:0.00, 0.00:3:0.00,, 60.16:1:0.00, 0.00:3:0.00,,, 0.00:3:0.00, 19.40:2:1.00, 0.00:3:0.00,,, 0.00:3:0.00, 0.00:3:0.00,,, 0.00:3:0.00, 0.00:3:0.00,, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
101, 7, ,, -8:DIPLO_STATE_UNFRIENDLY, -25:DIPLO_STATE_DENOUNCED,,,, -4:DIPLO_STATE_NEUTRAL,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,, 4:DIPLO_STATE_MAX_INFLUENCE,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 7, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00,,,, 0.00:1:0.00,,,,,,, 0.00:1:0.00,,,, 0.00:1:0.00,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
101, 8, ,,, -45:DIPLO_STATE_DENOUNCED,,, 8:DIPLO_STATE_FRIENDLY, 21:DIPLO_STATE_FRIENDLY, -3:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 8, Threat and Trust,,, 5.25:3:0.00,,, 60.16:1:1.00, 0.00:4:0.00, 6.70:2:1.00,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
101, 9, ,, -9:DIPLO_STATE_UNFRIENDLY,,, -3:DIPLO_STATE_UNFRIENDLY,,, -21:DIPLO_STATE_UNFRIENDLY,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
101, 9, Threat and Trust,, 0.00:1:3.00,,, 0.00:1:0.00,,, 0.00:1:1.00,,,,,,,,, 0.00:1:0.00,,,,,,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
101, 10, ,,,, 1:DIPLO_STATE_PATRON,, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 10, Threat and Trust,,,, 0.00:4:0.00,, 65.55:1:0.00, 6.35:3:0.00, 14.70:2:0.00,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00
101, 11, ,,,, 2:DIPLO_STATE_WAR_WITH_MAJOR,, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 11, Threat and Trust,,,, 0.00:2:0.00,, 60.16:1:0.00, 0.00:2:0.00,,,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
101, 12, ,,, 6:DIPLO_STATE_PATRON,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 12, Threat and Trust,,, 17.75:2:0.00,,,,,, 20.35:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 13, ,, 3:DIPLO_STATE_PATRON,,,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 13, Threat and Trust,, 0.00:2:0.00,,,,, 0.00:2:0.00, 7.90:1:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
101, 14, ,, 1:DIPLO_STATE_PATRON,,,,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 2:DIPLO_STATE_PATRON,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 14, Threat and Trust,, 0.00:3:0.00,,,,, 8.05:2:0.00, 16.40:1:0.00,,,,,,, 0.00:3:0.00,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 15, ,, 1:DIPLO_STATE_PATRON,,, 3:DIPLO_STATE_PATRON,,,,,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 15, Threat and Trust,, 0.00:3:0.00,,, 15.55:2:0.00,,,,,, 27.80:1:0.00,,,,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 16, ,,,,,,,,, 4:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 16, Threat and Trust,,,,,,,,, 19.05:1:0.00,,,,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
101, 17, ,,,,,,, 0:DIPLO_STATE_AWARE, 5:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 17, Threat and Trust,,,,,,, 0.00:2:0.00, 12.40:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
101, 18, ,,,, 0:DIPLO_STATE_AWARE,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 18, Threat and Trust,,,, 0.00:3:0.00,, 60.16:1:0.00, 0.00:3:0.00, 11.85:2:0.00,,,,, 0.00:3:0.00,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 19, ,,,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 19, Threat and Trust,,,,,,,,, 7.95:1:0.00,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
101, 20, ,,, 2:DIPLO_STATE_PATRON,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,, 6:DIPLO_STATE_PATRON,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 20, Threat and Trust,,, 14.65:3:0.00,,, 66.95:1:0.00,, 16.10:2:0.00,, 9.40:4:0.00,,,,,,,,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
101, 21, ,,, 2:DIPLO_STATE_PATRON,,,,,,, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 21, Threat and Trust,,, 15.40:1:0.00,,,,,,, 10.15:2:0.00,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 22, ,,,,,,,, 0:DIPLO_STATE_AWARE,,, 7:DIPLO_STATE_PATRON,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 22, Threat and Trust,,,,,,,, 15.20:2:0.00,,, 32.05:1:0.00,,,,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 23, ,,,,,,,, 3:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 23, Threat and Trust,,,,,,,, 10.35:2:0.00,,, 27.20:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
101, 24, ,, 0:DIPLO_STATE_AWARE,,, 2:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE,,, 2:DIPLO_STATE_PATRON,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
101, 24, Threat and Trust,, 0.00:4:0.00,,, 13.00:2:0.00,,, 8.40:3:0.00,,, 25.25:1:0.00,,,,,, 0.00:4:0.00,,,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00
101, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101, 62, Threat and Trust,, 0.00:10:0.00, 18.00:6:0.00, 8.10:9:0.00, 24.05:3:0.00, 70.30:1:0.00, 11.10:8:0.00, 19.45:5:0.00, 20.60:4:0.00, 12.75:7:0.00, 36.30:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102, 0, ,,,,, 4:DIPLO_STATE_FRIENDLY,, 14:DIPLO_STATE_FRIENDLY, 7:DIPLO_STATE_FRIENDLY, 2:DIPLO_STATE_FRIENDLY,, 9:DIPLO_STATE_NEUTRAL,,,, 3:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 0, Threat and Trust,,,,, 21.10:2:0.00,, 8.15:5:2.00, 16.50:4:2.00, 17.65:3:0.00,, 33.35:1:2.00,,,, 0.00:6:0.00, 0.00:6:0.00, 0.00:6:0.00,,,,,,,,, 0.00:6:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:6:0.00, 0.00:6:0.00
102, 1, ,,,,,,, -13:DIPLO_STATE_DENOUNCED, -14:DIPLO_STATE_DENOUNCED, -17:DIPLO_STATE_DENOUNCED, -6:DIPLO_STATE_DENOUNCED,,,, 6:DIPLO_STATE_MAX_INFLUENCE,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 1, Threat and Trust,,,,,,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,, 0.00:1:0.00,,,,,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
102, 2, ,,,,,, -25:DIPLO_STATE_WAR, 11:DIPLO_STATE_FRIENDLY, 4:DIPLO_STATE_FRIENDLY,,,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_WAR_WITH_MINOR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 2, Threat and Trust,,,,,, 60.16:1:4.00, 0.00:3:1.00, 11.50:2:0.00,,,, 0.00:3:0.00, 0.00:3:0.00,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
102, 3, ,, -4:DIPLO_STATE_UNFRIENDLY,,,,,,,,, -9:DIPLO_STATE_NEUTRAL,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 3, Threat and Trust,, 0.00:2:1.00,,,,,,,,, 12.80:1:1.00,,,,,, 0.00:2:0.00,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
102, 4, ,,,, -11:DIPLO_STATE_WAR,,, 8:DIPLO_STATE_FRIENDLY, -21:DIPLO_STATE_DENOUNCED,, 15:DIPLO_STATE_FRIENDLY,, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 4, Threat and Trust,,,, 0.00:3:4.00,,, 0.00:3:0.00, 10.45:2:0.00,, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00,,,,,,, 0.00:3:0.00,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
102, 5, ,, 3:DIPLO_STATE_UNFRIENDLY, -29:DIPLO_STATE_DENOUNCED, 9:DIPLO_STATE_FRIENDLY,, -5:DIPLO_STATE_NEUTRAL,, 19:DIPLO_STATE_NEUTRAL, 0:DIPLO_STATE_UNFRIENDLY, 18:DIPLO_STATE_FRIENDLY,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 5, Threat and Trust,, 0.00:5:4.00, 8.25:4:0.00, 0.00:5:2.00,, 60.16:1:-3.00,, 9.05:3:1.00, 10.20:2:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,,, 0.00:5:0.00, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
102, 6, ,, -1:DIPLO_STATE_UNFRIENDLY, -32:DIPLO_STATE_DENOUNCED, -15:DIPLO_STATE_UNFRIENDLY,, -39:DIPLO_STATE_DENOUNCED, -1:DIPLO_STATE_FRIENDLY,,, 4:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_FRIENDLY, 2:DIPLO_STATE_INFLUENTIAL,,, 2:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,, 5:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 6, Threat and Trust,, 0.00:3:3.00, 0.00:3:0.00, 0.00:3:0.00,, 60.16:1:-5.00, 0.00:3:0.00,,, 0.00:3:0.00, 15.80:2:1.00, 0.00:3:0.00,,, 0.00:3:0.00, 0.00:3:0.00,,, 0.00:3:0.00, 0.00:3:0.00,, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
102, 7, ,, -8:DIPLO_STATE_UNFRIENDLY, -26:DIPLO_STATE_DENOUNCED,,,, 2:DIPLO_STATE_NEUTRAL,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,, 4:DIPLO_STATE_MAX_INFLUENCE,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 7, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00,,,, 0.00:1:0.00,,,,,,, 0.00:1:0.00,,,, 0.00:1:0.00,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
102, 8, ,,, -43:DIPLO_STATE_DENOUNCED,,, -3:DIPLO_STATE_FRIENDLY, 21:DIPLO_STATE_FRIENDLY, -6:DIPLO_STATE_NEUTRAL,,,,,,,,,,,,,, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
102, 8, Threat and Trust,,, 6.70:3:0.00,,, 60.16:1:-4.00, 0.00:4:0.00, 8.55:2:1.00,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
