Game Turn, From, To, Initiator, Type, SubType, Message
111, 5, 7, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
111, 7, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
111, 7, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
111, 7, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
111, 7, 9, ?, SET_DELEGATION, ffffffff, ?, Processing Action From AI to AI
112, 3, 6, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
112, 3, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
112, 3, 6, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
112, 5, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
112, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Adding to pending
112, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Statement
112, 5, 0, 5, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Immediately
112, 6, 3, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
112, 6, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
112, 6, 3, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
112, 7, 5, ?, SET_DELEGATION, ffffffff, ?, Processing Action From AI to AI
113, 2, 5, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
113, 5, 4, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, 00000000, Requesting Session (B)
113, 5, 4, ?, MAKE_PROMISE, fadf5055, ?, Processing Action From AI to AI
113, 5, 4, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
113, 5, 4, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
113, 5, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
113, 5, 4, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
114, 5, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
114, 5, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
114, 5, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
114, 5, 8, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
114, 2, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
114, 2, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
114, 2, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
114, 9, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
114, 9, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
114, 9, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
114, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
114, 4, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
114, 4, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
114, 9, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
114, 9, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
114, 9, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
115, 3, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
115, 3, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
115, 3, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
115, 7, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
115, 7, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
115, 7, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
116, 6, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
116, 6, 0, 6, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Adding to pending
116, 6, 0, 6, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Statement
116, 6, 0, 6, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Immediately
116, 9, 7, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
116, 9, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
116, 9, 7, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
116, 9, 4, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
117, 0, 5, -1, DIPLOMATIC_DELEGATION, NONE, INITIAL, Requesting Session (A)
117, 0, 5, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Adding to pending
117, 0, 5, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Broadcasting
117, 0, 5, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
117, 0, 5, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Immediately
117, 5, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Adding to pending
117, 5, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
117, 5, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
117, 0, 3, -1, DIPLOMATIC_DELEGATION, NONE, INITIAL, Requesting Session (A)
117, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Adding to pending
117, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Broadcasting
117, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
117, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Immediately
117, 3, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Adding to pending
117, 3, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
117, 3, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
117, 0, 6, -1, DIPLOMATIC_DELEGATION, NONE, INITIAL, Requesting Session (A)
117, 0, 6, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Adding to pending
117, 0, 6, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Broadcasting
117, 0, 6, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
117, 0, 6, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Immediately
117, 6, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Adding to pending
117, 6, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
117, 6, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
117, 0, 7, -1, DIPLOMATIC_DELEGATION, NONE, INITIAL, Requesting Session (A)
117, 0, 7, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Adding to pending
117, 0, 7, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Broadcasting
117, 0, 7, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
117, 0, 7, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Immediately
117, 7, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Adding to pending
117, 7, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
117, 7, 0, 0, DIPLOMATIC_DELEGATION, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
118, 8, 9, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
118, 8, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
118, 8, 9, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
118, 9, 8, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
118, 9, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
118, 9, 8, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
119, 9, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
119, 9, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
119, 9, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
119, 2, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
119, 2, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
119, 2, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
119, 2, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
119, 2, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
119, 2, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
119, 8, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
119, 8, 1, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
119, 8, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
119, 8, 1, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
120, 3, 1, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
120, 3, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
120, 3, 1, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
120, 7, 5, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
120, 9, 3, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
120, 9, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
120, 9, 3, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
120, 9, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
120, 9, 0, 9, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Adding to pending
120, 9, 0, 9, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Statement
120, 9, 0, 9, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Immediately
121, 2, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
121, 4, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
121, 4, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
121, 4, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
121, 7, 3, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
122, 1, 9, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
122, 1, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
122, 1, 9, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
122, 1, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
122, 1, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
122, 1, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
122, 4, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
122, 4, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
122, 4, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
123, 5, 2, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
123, 5, 7, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
123, 9, 1, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
124, 3, 9, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, 00000000, Requesting Session (B)
124, 3, 9, ?, MAKE_PROMISE, fadf5055, ?, Processing Action From AI to AI
124, 3, 9, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
124, 4, 9, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
124, 4, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
124, 4, 9, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
124, 9, 2, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
124, 9, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
124, 9, 2, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
124, 9, 4, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
124, 9, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
124, 9, 4, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
125, 2, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
125, 3, 7, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
125, 3, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
125, 3, 7, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
125, 8, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
126, 7, 0, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
126, 7, 0, 7, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Adding to pending
126, 7, 0, 7, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Statement
126, 7, 0, 7, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Processing Immediately
127, 2, 0, -1, FIRST_MEET_NEAR_INITIATOR, NONE, 00000000, Requesting Session (B)
127, 2, 0, 2, FIRST_MEET_NEAR_INITIATOR, NONE, INITIAL, Adding to pending
127, 2, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
127, 2, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 2, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
127, 8, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
127, 8, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 8, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
127, 2, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
127, 2, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 2, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
127, 7, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
127, 7, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 7, 2, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
127, 2, 0, 2, FIRST_MEET_NEAR_INITIATOR, NONE, INITIAL, Processing Statement
127, 2, 0, 2, FIRST_MEET_NEAR_INITIATOR, NONE, INITIAL, Processing Immediately
127, 4, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
127, 4, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 4, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
127, 8, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
127, 8, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
127, 8, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
128, 2, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
128, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Adding to pending
128, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Processing Statement
128, 2, 0, 2, MAKE_DEAL, NONE, INITIAL, Processing Immediately
128, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Adding to pending
128, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Broadcasting
128, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
128, 0, 2, 2, MAKE_DEAL, NONE, NEGATIVE, Processing Immediately
128, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Adding to pending
128, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Statement
128, 2, 0, 2, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Immediately
128, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
128, 5, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
128, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
128, 7, 1, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
128, 7, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
128, 7, 1, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
129, 8, 1, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
131, 1, 8, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
131, 1, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
131, 1, 8, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
131, 2, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
131, 6, 4, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
132, 3, 15, ?, SET_WAR_STATE, ffffffff, ?, Processing Action From AI to AI
132, 4, 6, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
132, 4, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
132, 4, 6, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
132, 6, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
132, 6, 3, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
132, 6, 3, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
132, 6, 1, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
132, 8, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
132, 9, 1, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
132, 9, 1, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
132, 9, 1, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
133, 6, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
133, 6, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
133, 6, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
133, 5, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
133, 5, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
133, 5, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
133, 9, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
133, 9, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
133, 9, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
134, 5, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
134, 5, 0, 5, MAKE_DEAL, NONE, INITIAL, Adding to pending
134, 5, 0, 5, MAKE_DEAL, NONE, INITIAL, Processing Statement
134, 5, 0, 5, MAKE_DEAL, NONE, INITIAL, Processing Immediately
134, 0, 5, 5, MAKE_DEAL, NONE, NEGATIVE, Adding to pending
134, 0, 5, 5, MAKE_DEAL, NONE, NEGATIVE, Broadcasting
134, 0, 5, 5, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
134, 0, 5, 5, MAKE_DEAL, NONE, NEGATIVE, Processing Immediately
134, 5, 0, 5, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Adding to pending
134, 5, 0, 5, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Statement
134, 5, 0, 5, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Immediately
135, 1, 7, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
135, 1, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
135, 1, 7, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
135, 1, 0, -1, FIRST_MEET_NO_MANS, NONE, 00000000, Requesting Session (B)
135, 1, 0, 1, FIRST_MEET_NO_MANS, NONE, INITIAL, Adding to pending
135, 1, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
135, 1, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Already has open session!
135, 1, 0, 1, FIRST_MEET_NO_MANS, NONE, INITIAL, Processing Statement
135, 1, 0, 1, FIRST_MEET_NO_MANS, NONE, INITIAL, Processing Immediately
135, 0, 1, 1, FIRST_MEET_NO_MANS, NONE, POSITIVE, Adding to pending
135, 0, 1, 1, FIRST_MEET_NO_MANS, NONE, POSITIVE, Broadcasting
135, 0, 1, 1, FIRST_MEET_NO_MANS, NONE, POSITIVE, Processing Statement
135, 0, 1, 1, FIRST_MEET_NO_MANS, NONE, POSITIVE, Processing Immediately
135, 1, 0, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, 00000000, Adding to pending
135, 1, 0, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, 00000000, Processing Statement
135, 1, 0, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, 00000000, Processing Immediately
135, 0, 1, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, POSITIVE, Adding to pending
135, 0, 1, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, POSITIVE, Broadcasting
135, 0, 1, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, POSITIVE, Processing Statement
135, 0, 1, 1, FIRST_MEET_NO_MANS_INFO_EXCHANGE, NONE, POSITIVE, Processing Immediately
135, 0, 1, ?, STATEMENT_RESULT, ffffffff, ?, Sending Action
135, 1, 0, ?, ?, ?, ?, Closing Session
135, 0, 1, ?, STATEMENT_RESULT, ffffffff, ?, Processing Action
135, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
135, 5, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
135, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
135, 5, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
135, 7, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
135, 7, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
135, 7, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
135, 8, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
135, 8, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
135, 8, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
136, 1, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
136, 1, 0, 1, DIPLOMATIC_WARNING, NONE, INITIAL, Adding to pending
136, 1, 0, 1, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Statement
136, 1, 0, 1, DIPLOMATIC_WARNING, NONE, INITIAL, Processing Immediately
136, 7, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
136, 7, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
136, 7, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
136, 9, 24, ?, SET_WAR_STATE, ffffffff, ?, Processing Action From AI to AI
137, 1, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
137, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
137, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
137, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
137, 0, 1, 1, MAKE_DEAL, NONE, NEGATIVE, Adding to pending
137, 0, 1, 1, MAKE_DEAL, NONE, NEGATIVE, Broadcasting
137, 0, 1, 1, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
137, 0, 1, 1, MAKE_DEAL, NONE, NEGATIVE, Processing Immediately
137, 1, 0, 1, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Adding to pending
137, 1, 0, 1, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Statement
137, 1, 0, 1, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Immediately
137, 2, 0, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
137, 2, 0, 2, DIPLOMATIC_WARNING, NONE, INITIAL, Adding to pending
137, 2, 7, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
137, 2, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
